"rank","player_name.x","nation","position.x","current_club.x","age","dob","matches_played","starts","minutes","X90s","goals_12","assists_13","goals_assists_14","goals_PK_15","penalty_goals","penalty_attempts","yellow_cards","red_cards","goals_20","assists_21","GA_22","goals_PK_23","goals_assists_minus_PK","matches","season2","goals_against","goals_against_per_90","shots_on_target_against","saves","save_percentage_31","wins","draws","losses","clean_sheets","CS.","penalties_against","penalty_saves","penalty_misses","save_percentage_40","transfermarkt_id.x","transfermarkt_url","fbref_url","player_name.x.x","transfermarkt_id.y","first_tier_debut_date","first_tier_debut_age","first_tier_debut_age.1","first_tier_debut_competition","second_tier_debut_date","second_tier_debut_age","second_tier_debut_age.1","second_tier_debut_competition","debut_age_transfermarket","explanation.x","player_name.y","status","transfermarkt_id.x.x","player_slug","home_name","dob_age.x","current","place_birth.x","height.x","citizenship.x","position.x.x","foot.x","agent","current_club","joined","contract_expires","outfitter","injury_count_total","days_missed_total","games_missed_total","retired","retirement_date","shirt_number","injury_seasons","explanation.y","transfermarkt_id.y.y","player_name.x.x.x","name_home_country","dob_age.y","place_birth.y","height.y","citizenship.y","position.y","foot.y","debut_season","debut_age","first_club","debut_year","explanation","nantional_team","player_name.y.y","matches_national","minutes_national","goals_national","seasons_national","total_matches_club","total_minutes_club","total_goals_club","seasons_club","clubs_club","player_name","deceased","death_date","death_age","total_matches_total","total_minutes_total","total_goals_total","position_clean","position_simple","age_current","retirement_date_clean","retirement_age","career_length"
516,"Bertrand Traoré","bf BFA","FW,MF","Chelsea",19,1995-09-06,10,4,375,4.2,2,1,3,2,0,0,0,0,0.48,0.24,0.72,0.48,0.72,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131996,"https://www.transfermarkt.com/bertrand-traor/profil/spieler/131996","https://fbref.com/en/players/c47541e0/Bertrand-Traore","Bertrand Traoré",131996,"26/01/2014","18 years 04 months 20 days","18","VriendenLoterij Eredivisie","No second tier career","No second tier career","No second tier career","No second tier career",18,"first scrap players","Bertrand Traoré","Success",131996,"spieler","Bertrand Traoré","6/9/1995",30,"Bobo-Dioulasso","1,81 m","Burkina Faso","Attack - Right Winger","left",NA,"Sunderland","1/9/2025","30/06/2026",NA,15,374,71,"No",NA,25,10,"first scrap players transfer",131996,"Bertrand Traoré",NA,"September 6, 1995 (Age: 30-080d)","Bobo-Dioulasso, Burkina Faso",177,"Burkina Faso","FW-MF (AM-WM, right)","Left","2013-2014","17 years","Vitesse",2013,"first scrap players fbref","Yes","Bertrand Traoré",75,5476,19,12,363,21303,90,13,8,"Bertrand Traoré","No","Not found",NA,438,26779,109,"Attack - Right Winger","Attack",30,NA,NA,12
517,"Kieran Trippier","eng ENG","DF,MF","Tottenham",24,1990-09-19,6,5,459,5.1,1,1,2,1,0,0,1,0,0.2,0.2,0.39,0.2,0.39,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95810,"https://www.transfermarkt.com/kieran-trippier/profil/spieler/95810","https://fbref.com/en/players/21512407/Kieran-Trippier","Kieran Trippier",95810,"18/08/2014","23 years 10 months 30 days","23","Premier League","9/2/2010","19","19","Championship",19,"first scrap players","Kieran Trippier","Success",95810,"spieler","Kieran Trippier","19/09/1990",35,"Bury","1,73 m","England","Defender - Right-Back","right",NA,"Newcastle","7/1/2022","30/06/2026","adidas",11,362,64,"No",NA,2,7,"first scrap players transfer",95810,"Kieran Trippier",NA,"September 19, 1990 (Age: 35-067d)","Bury, England, United Kingdom",178,"England eng","DF-MF (FB, right)","Right","2009-2010","18 years","Barnsley",2009,"first scrap players fbref","Yes","Kieran Trippier",54,3999,1,10,554,45439,12,17,6,"Kieran Trippier","No","Not found",NA,608,49438,13,"Defender - Right-Back","Defender",35,NA,NA,16
518,"Leonardo Ulloa","ar ARG","FW","Leicester City",29,1986-07-26,29,7,984,10.9,6,1,7,5,1,1,0,0,0.55,0.09,0.64,0.46,0.55,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54890,"https://www.transfermarkt.com/leonardo-ulloa/profil/spieler/54890","https://fbref.com/en/players/eed56f6c/Leonardo-Ulloa","Leonardo Ulloa",54890,"2/4/2005","18 years 08 months 07 days","18","Torneo Final","31/08/2008","22","22","Segunda División",18,"first scrap players","Leonardo Ulloa","Success",54890,"spieler","Leonardo Ulloa","26/07/1986",39,"General Roca","1,88 m","Argentina  Spain","Attack - Centre-Forward","right",NA,"Rayo Vallecano","1/7/2021","-",NA,2,213,22,"Yes","1/7/2021",NA,2,"first scrap players transfer",54890,"Leonardo Ulloa",NA,"26-Jul-86",NA,190,NA,"FW","Right","2008-2009","22 years","Castellón",2008,"first scrap players fbref","No",NA,NA,NA,NA,NA,390,24367,128,13,6,"Leonardo Ulloa","No","Not found",NA,390,24367,128,"Attack - Centre-Forward","Attack",39,2021-07-01,34,16
519,"Antonio Valencia","ec ECU","DF,MF","Manchester Utd",29,1985-08-04,14,8,857,9.5,0,3,3,0,0,0,1,0,0,0.32,0.32,0,0.32,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33544,"https://www.transfermarkt.com/antonio-valencia/profil/spieler/33544","https://fbref.com/en/players/08aa17d0/Antonio-Valencia","Antonio Valencia",33544,"18/09/2005","20 years 01 month 14 days","20","LaLiga","15/01/2006","20","20","Segunda División",20,"first scrap players","Antonio Valencia","Success",33544,"spieler","Antonio Valencia","4/8/1985",40,"Nueva Loja","1,80 m","Ecuador","Defender - Right-Back","right",NA,"Querétaro FC","12/5/2021","-","Nike",14,725,122,"Yes","12/5/2021",NA,8,"first scrap players transfer",33544,"Antonio Valencia",NA,"4-Aug-85",NA,180,"Ecuador","DF-MF (FB-WM, right)","Right","2005-2006","19 years","Recreativo",2005,"players corrected fbref","Yes","Antonio Valencia",39,3293,2,5,446,34552,30,17,6,"Antonio Valencia","No","Not found",NA,485,37845,32,"Defender - Right-Back","Defender",40,2021-05-12,35,15
520,"Enner Valencia","ec ECU","FW,MF","West Ham",25,1989-11-04,19,10,1009,11.2,4,2,6,4,0,0,1,0,0.36,0.18,0.54,0.36,0.54,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139503,"https://www.transfermarkt.com/enner-valencia/profil/spieler/139503","https://fbref.com/en/players/fb485406/Enner-Valencia","Enner Valencia",139503,"13/02/2012","22 years 03 months 09 days","22","Serie A Primera Etapa","No second tier career","No second tier career","No second tier career","No second tier career",22,"first scrap players","Enner Valencia","Success",139503,"spieler","Enner Valencia","4/11/1989",36,"San Lorenzo","1,77 m","Ecuador","Attack - Centre-Forward","right",NA,"Pachuca","11/9/2025","31/12/2027",NA,21,458,84,"No",NA,10,7,"first scrap players transfer",139503,"Enner Valencia",NA,"November 4, 1989 (Age: 36-021d)","San Lorenzo, Ecuador",174,"Ecuador","FW-MF (AM)","Right","2013-2014","23 years","Pachuca",2013,"first scrap players fbref","Yes","Enner Valencia",78,5569,38,11,369,22860,117,15,6,"Enner Valencia","No","Not found",NA,447,28429,155,"Attack - Centre-Forward","Attack",36,NA,NA,14
521,"Virgil van Dijk","nl NED","DF","Southampton",24,1991-07-08,34,34,3060,34,3,0,3,3,0,0,2,0,0.09,0,0.09,0.09,0.09,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139208,"https://www.transfermarkt.com/virgil-van-dijk/profil/spieler/139208","https://fbref.com/en/players/e06683ca/Virgil-van-Dijk","Virgil van Dijk",139208,"1/5/2011","19 years 09 months 23 days","19","VriendenLoterij Eredivisie","No second tier career","No second tier career","No second tier career","No second tier career",19,"first scrap players","Virgil van Dijk","Success",139208,"spieler","Virgil van Dijk","8/7/1991",34,"Breda","1,95 m","Netherlands  Suriname","Defender - Centre-Back","right",NA,"Liverpool","1/1/2018","30/06/2027","Nike",17,722,137,"No",NA,4,11,"first scrap players transfer",139208,"Virgil van Dijk",NA,"July 8, 1991 (Age: 34-140d)","Breda, Netherlands",193,"Netherlands","DF (CB, left)","Right","2010-2011","19 years","Groningen",2010,"first scrap players fbref","Yes","Virgil van Dijk",88,7750,11,14,570,50313,52,17,4,"Virgil van Dijk","No","Not found",NA,658,58063,63,"Defender - Centre-Back","Defender",34,NA,NA,15
522,"Jamie Vardy","eng ENG","FW","Leicester City",28,1987-01-11,36,36,3132,34.8,24,6,30,19,5,6,7,1,0.69,0.17,0.86,0.55,0.72,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197838,"https://www.transfermarkt.com/jamie-vardy/profil/spieler/197838","https://fbref.com/en/players/45963054/Jamie-Vardy","Jamie Vardy",197838,"31/08/2014","27 years 07 months 20 days","27","Premier League","18/08/2012","25","25","Championship",25,"first scrap players","Jamie Vardy","Success",197838,"spieler","Jamie Vardy","11/1/1987",38,"Sheffield","1,79 m","England","Attack - Centre-Forward","right",NA,"Cremonese","1/9/2025","30/06/2026","adidas",17,275,51,"No",NA,10,8,"first scrap players transfer",197838,"Jamie Vardy",NA,"January 11, 1987 (Age: 38-318d)","Sheffield, England, United Kingdom",178,"England eng","FW","Right","2011-2012","24 years","Fleetwood Town",2011,"first scrap players fbref","Yes","Jamie Vardy",26,1327,7,4,539,40107,234,15,3,"Jamie Vardy","No","Not found",NA,565,41434,241,"Attack - Centre-Forward","Attack",38,NA,NA,13
523,"Guillermo Varela","uy URU","DF","Manchester Utd",22,1993-03-24,4,3,315,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188862,"https://www.transfermarkt.com/guillermo-varela/profil/spieler/188862","https://fbref.com/en/players/5c961282/Guillermo-Varela","Guillermo Varela",188862,"5/6/2011","18 years 02 months 12 days","18","Primera Division Clausura","No second tier career","No second tier career","No second tier career","No second tier career",18,"first scrap players","Guillermo Varela","Success",188862,"spieler","Guillermo Varela","24/03/1993",32,"Montevideo","1,73 m","Uruguay  Italy","Defender - Right-Back","right",NA,"Flamengo","12/1/2023","31/12/2027","Nike",16,483,81,"No",NA,2,8,"first scrap players transfer",188862,"Guillermo Varela",NA,"March 24, 1993 (Age: 32-246d)","Montevideo, Uruguay",171,"Uruguay","DF (FB, right)","Right","2015-2016","22 years","Manchester Utd",2015,"first scrap players fbref","Yes","Guillermo Varela",19,1285,0,6,213,15293,2,13,6,"Guillermo Varela","No","Not found",NA,232,16578,2,"Defender - Right-Back","Defender",32,NA,NA,14
524,"Jordan Veretout","fr FRA","MF","Aston Villa",22,1993-03-01,25,21,1820,20.2,0,5,5,0,0,0,4,0,0,0.25,0.25,0,0.25,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164771,"https://www.transfermarkt.com/jordan-veretout/profil/spieler/164771","https://fbref.com/en/players/4a56052c/Jordan-Veretout","Jordan Veretout",164771,"10/8/2013","20 years 05 months 12 days","20","Ligue 1","13/05/2011","18","18","Ligue 2",18,"first scrap players","Jordan Veretout","Success",164771,"spieler","Jordan Veretout","1/3/1993",32,"Ancenis","1,77 m","France","Midfield - Central Midfield","right",NA,"Al-Arabi SC","25/07/2025","30/06/2027","adidas",11,211,39,"No",NA,21,6,"first scrap players transfer",164771,"Jordan Veretout",NA,"March 1, 1993 (Age: 32-269d)","Ancenis, France",176,"France","MF (CM-DM-WM)","Right","2010-2011","17 years","Nantes",2010,"first scrap players fbref","Yes","Jordan Veretout",6,129,0,4,537,40521,66,15,7,"Jordan Veretout","No","Not found",NA,543,40650,66,"Midfield - Central Midfield","Midfield",32,NA,NA,14
525,"Jan Vertonghen","be BEL","DF","Tottenham",28,1987-04-24,29,29,2594,28.8,0,0,0,0,0,0,5,0,0,0,0,0,0,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43250,"https://www.transfermarkt.com/jan-vertonghen/profil/spieler/43250","https://fbref.com/en/players/ba23a904/Jan-Vertonghen","Jan Vertonghen",43250,"3/12/2006","19 years 07 months 09 days","19","VriendenLoterij Eredivisie","No second tier career","No second tier career","No second tier career","No second tier career",19,"first scrap players","Jan Vertonghen","Success",43250,"spieler","Jan Vertonghen","24/04/1987",38,"Sint-Niklaas","1,89 m","Belgium","Defender - Centre-Back","left",NA,"RSC Anderlecht","1/7/2025","-","Nike",28,849,154,"Yes","1/7/2025",NA,12,"first scrap players transfer",43250,"Jan Vertonghen",NA,"24-Apr-87",NA,189,"Belgium","DF (CB-FB, left)","Left","2006-2007","19 years","RKC Waalwijk",2006,"first scrap players fbref","Yes","Jan Vertonghen",135,11382,8,16,620,53775,41,18,5,"Jan Vertonghen","No","Not found",NA,755,65157,49,"Defender - Centre-Back","Defender",38,2025-07-01,38,19
526,"Michel Vorm","nl NED","GK","Tottenham",31,1983-10-20,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26276,"https://www.transfermarkt.com/michel-vorm/profil/spieler/26276","https://fbref.com/en/players/1bebde9d/Michel-Vorm","Michel Vorm",26276,"19/08/2006","22 years 09 months 30 days","22","VriendenLoterij Eredivisie","12/8/2005","21","21","Keuken Kampioen Divisie",21,"first scrap players","Michel Vorm","Success",26276,"spieler","Michel Vorm","20/10/1983",42,"IJsselstein","1,83 m","Netherlands  Suriname","Goalkeeper","right",NA,"Tottenham","27/07/2020","-",NA,6,273,53,"Yes","27/07/2020",NA,5,"first scrap players transfer",26276,"Michel Vorm",NA,"20-Oct-83",NA,183,"Netherlands","GK","Right","2006-2007","22 years","Utrecht",2006,"first scrap players fbref","Yes","Michel Vorm",9,721,0,6,284,25281,0,14,3,"Michel Vorm","No","Not found",NA,293,26002,0,"Goalkeeper","Goalkeeper",42,2020-07-27,36,15
527,"Theo Walcott","eng ENG","FW,MF","Arsenal",26,1989-03-16,28,15,1373,15.3,5,2,7,5,0,0,0,0,0.33,0.13,0.46,0.33,0.46,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33713,"https://www.transfermarkt.com/theo-walcott/profil/spieler/33713","https://fbref.com/en/players/1ecb65be/Theo-Walcott","Theo Walcott",33713,"19/08/2006","17 years 05 months 03 days","17","Premier League","6/8/2005","16","16","Championship",16,"first scrap players","Theo Walcott","Success",33713,"spieler","Theo Walcott","16/03/1989",36,"London","1,75 m","England","Attack - Right Winger","both",NA,"Southampton","18/08/2023","-","adidas",24,925,235,"Yes","18/08/2023",NA,13,"first scrap players transfer",33713,"Theo Walcott",NA,"16-Mar-89",NA,176,"England eng","FW-MF (AM-WM, right)","Right","2005-2006","16 years","Southampton",2005,"first scrap players fbref","Yes","Theo Walcott",30,1550,7,7,521,30118,116,18,3,"Theo Walcott","No","Not found",NA,551,31668,123,"Attack - Right Winger","Attack",36,2023-08-18,34,18
528,"Kyle Walker","eng ENG","DF,MF","Tottenham",25,1990-05-28,33,33,2941,32.7,1,3,4,1,0,0,7,0,0.03,0.09,0.12,0.03,0.12,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95424,"https://www.transfermarkt.com/kyle-walker/profil/spieler/95424","https://fbref.com/en/players/86dd77d1/Kyle-Walker","Kyle Walker",95424,"27/03/2010","19 years 09 months 27 days","19","Premier League","25/04/2009","18","18","Championship",18,"first scrap players","Kyle Walker","Success",95424,"spieler","Kyle Walker","28/05/1990",35,"Sheffield","1,83 m","England","Defender - Right-Back","right",NA,"Burnley","5/7/2025","30/06/2027","Puma",17,482,95,"No",NA,2,10,"first scrap players transfer",95424,"Kyle Walker",NA,"May 28, 1990 (Age: 35-192d)","Sheffield, England, United Kingdom",178,"England eng","DF-MF (FB, right)","Right","2008-2009","18 years","Northampton",2008,"players corrected fbref","Yes","Kyle Walker",91,7693,1,15,636,52982,11,19,8,"Kyle Walker","No","Not found",NA,727,60675,12,"Defender - Right-Back","Defender",35,NA,NA,17
529,"Jonathan Walters","ie IRL","FW,MF","Stoke City",31,1983-09-20,27,18,1728,19.2,5,3,8,5,0,0,1,0,0.26,0.16,0.42,0.26,0.42,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3306,"https://www.transfermarkt.com/jonathan-walters/profil/spieler/3306","https://fbref.com/en/players/0356cf4f/Jonathan-Walters","Jonathan Walters",3306,"24/08/2002","18 years 11 months 04 days","18","Premier League","30/01/2007","23","23","Championship",18,"first scrap players","Jonathan Walters","Success",3306,"spieler","Jonathan Walters","20/09/1983",42,"Moreton","1,83 m","Ireland  England","Attack - Right Winger","right",NA,"Burnley","22/03/2019","-","Nike",8,609,62,"Yes","22/03/2019",NA,6,"first scrap players transfer",3306,"Jonathan Walters",NA,"20-Sep-83",NA,183,"Republic of Ireland ie  Other: England","FW-MF (WM, right)","Right","2002-2003","18 years","Bolton",2002,"first scrap players fbref","Yes","Jonathan Walters",43,3177,14,7,514,37507,101,17,9,"Jonathan Walters","No","Not found",NA,557,40684,115,"Attack - Right Winger","Attack",42,2019-03-22,35,17
530,"Victor Wanyama","ke KEN","MF","Southampton",24,1991-06-25,30,29,2498,27.8,1,1,2,1,0,0,8,3,0.04,0.04,0.07,0.04,0.07,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77760,"https://www.transfermarkt.com/victor-wanyama/profil/spieler/77760","https://fbref.com/en/players/e0900238/Victor-Wanyama","Victor Wanyama",77760,"22/08/2009","18 years 01 month 28 days","18","Jupiler Pro League","29/03/2025","33","33","",18,"first scrap players","Victor Wanyama","Success",77760,"spieler","Victor Wanyama","25/06/1991",34,"Nairobi","1,84 m","Kenya","Midfield - Defensive Midfield","right",NA,"Without Club","1/7/2025","-","adidas",9,315,63,"No",NA,NA,5,"first scrap players transfer",77760,"Victor Wanyama",NA,"June 25, 1991 (Age: 34-153d)","Nairobi, Kenya",188,"Kenya","MF (CM-DM)","Right","2009-2010","18 years","Beerschot",2009,"first scrap players fbref","Yes","Victor Wanyama",38,3447,5,7,440,32518,29,17,7,"Victor Wanyama","No","Not found",NA,478,35965,34,"Midfield - Defensive Midfield","Midfield",34,NA,NA,16
531,"Danny Ward","wls WAL","GK","Liverpool",22,1993-06-22,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203026,"https://www.transfermarkt.com/danny-ward/profil/spieler/203026","https://fbref.com/en/players/d3ce0e89/Danny-Ward","Danny Ward",203026,"17/04/2016","22 years 09 months 26 days","22","Premier League","6/8/2016","23","23","Championship",22,"first scrap players","Danny Ward","Success",203026,"spieler","Danny Ward","22/06/1993",32,"Wrexham","1,91 m","Wales","Goalkeeper","right",NA,"Wrexham","1/7/2025","30/06/2027","Nike",4,224,47,"No",NA,21,4,"first scrap players transfer",203026,"Danny Ward",NA,"June 22, 1993 (Age: 32-167d)","Wrexham, Wales, United Kingdom",191,"Wales wls","GK","Right","2010-2011","17 years","Tamworth",2010,"players corrected fbref","Yes","Danny Ward",44,3588,0,15,135,12079,0,13,7,"Danny Ward","No","Not found",NA,179,15667,0,"Goalkeeper","Goalkeeper",32,NA,NA,10
532,"Joel Ward","eng ENG","DF,MF","Crystal Palace",25,1989-10-29,30,30,2691,29.9,2,1,3,2,0,0,4,0,0.07,0.03,0.1,0.07,0.1,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92572,"https://www.transfermarkt.com/joel-ward/profil/spieler/92572","https://fbref.com/en/players/8a7ff278/Joel-Ward","Joel Ward",92572,"14/04/2010","20 years 05 months 16 days","20","Premier League","14/08/2010","20","20","Championship",20,"first scrap players","Joel Ward","Success",92572,"spieler","Joel Ward","29/10/1989",36,"Emsworth","1,86 m","England","Defender - Right-Back","right",NA,"Without Club","1/7/2025","-",NA,8,273,43,"No",NA,NA,6,"first scrap players transfer",92572,"Joel Ward",NA,"29-Oct-89",NA,188,NA,"DF-MF (DM-FB, right)","Right","2008-2009","18 years","Bournemouth",2008,"first scrap players fbref","No",NA,NA,NA,NA,NA,469,38499,13,17,3,"Joel Ward","No","Not found",NA,469,38499,13,"Defender - Right-Back","Defender",36,NA,NA,16
533,"James Ward-Prowse","eng ENG","MF","Southampton",20,1994-11-01,33,14,1545,17.2,2,4,6,1,1,1,5,0,0.12,0.23,0.35,0.06,0.29,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181579,"https://www.transfermarkt.com/james-ward-prowse/profil/spieler/181579","https://fbref.com/en/players/3515d404/James-Ward-Prowse","James Ward-Prowse",181579,"19/08/2012","17 years 09 months 18 days","17","Premier League","4/8/2023","28","28","",17,"first scrap players","James Ward-Prowse","Success",181579,"spieler","James Ward-Prowse","1/11/1994",31,"Portsmouth","1,77 m","England","Midfield - Central Midfield","right",NA,"West Ham","14/08/2023","30/06/2027",NA,4,99,31,"No",NA,8,4,"first scrap players transfer",181579,"James Ward-Prowse",NA,"November 1, 1994 (Age: 31-024d)","Portsmouth, England, United Kingdom",173,"England eng","MF (AM-CM-DM)","Right","2012-2013","17 years","Southampton",2012,"first scrap players fbref","Yes","James Ward-Prowse",11,586,2,7,481,34797,63,14,3,"James Ward-Prowse","No","Not found",NA,492,35383,65,"Midfield - Central Midfield","Midfield",31,NA,NA,14
534,"Marcin Wasilewski","pl POL","DF","Leicester City",35,1980-06-09,4,3,303,3.4,0,0,0,0,0,0,2,0,0,0,0,0,0,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16947,"https://www.transfermarkt.com/marcin-wasilewski/profil/spieler/16947","https://fbref.com/en/players/24249219/Marcin-Wasilewski","Marcin Wasilewski",16947,"19/08/2000","20 years 02 months 10 days","20","Lotto Ekstraklasa","5/10/2013","33","33","Championship",20,"first scrap players","Marcin Wasilewski","Success",16947,"spieler","Marcin Wasilewski","9/6/1980",45,"Kraków","1,86 m","Poland","Defender - Centre-Back","right",NA,"Wisla Kraków","1/8/2020","-",NA,3,341,76,"Yes","1/8/2020",NA,3,"first scrap players transfer",16947,"Marcin Wasilewski",NA,"9-Jun-80",NA,186,"Poland","DF (CB-FB)","Right","2002-2003","22 years","Wisła Płock",2002,"first scrap players fbref","Yes","Marcin Wasilewski",27,2228,0,4,396,31972,36,18,6,"Marcin Wasilewski","No","Not found",NA,423,34200,36,"Defender - Centre-Back","Defender",45,2020-08-01,40,20
535,"Duncan Watmore","eng ENG","FW,MF","Sunderland",21,1994-03-08,23,7,919,10.2,3,1,4,3,0,0,0,0,0.29,0.1,0.39,0.29,0.39,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248045,"https://www.transfermarkt.com/duncan-watmore/profil/spieler/248045","https://fbref.com/en/players/2b2bae51/Duncan-Watmore","Duncan Watmore",248045,"12/3/2014","20 years 04 days","20","Scottish Premiership","30/09/2017","23","23","Championship",20,"first scrap players","Duncan Watmore","Success",248045,"spieler","Duncan Watmore","8/3/1994",31,"Manchester","1,75 m","England","Attack - Right Winger","right",NA,"Without Club","1/7/2025","-",NA,6,847,124,"No",NA,NA,5,"first scrap players transfer",248045,"Duncan Watmore",NA,"8-Mar-94",NA,175,"England eng","FW-MF (AM-WM)","Right","2013-2014","19 years","Hibernian",2013,"first scrap players fbref","No",NA,NA,NA,NA,NA,268,13257,41,12,4,"Duncan Watmore","No","Not found",NA,268,13257,41,"Attack - Right Winger","Attack",31,NA,NA,11
536,"Ben Watson","eng ENG","MF","Watford",30,1985-07-09,35,31,2816,31.3,2,0,2,2,0,0,5,0,0.06,0,0.06,0.06,0.06,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14081,"https://www.transfermarkt.com/ben-watson/profil/spieler/14081","https://fbref.com/en/players/df540668/Ben-Watson","Ben Watson",14081,"18/09/2004","19 years 02 months 09 days","19","Premier League","8/4/2003","17","17","First Division (until 03/04)",17,"first scrap players","Ben Watson","Success",14081,"spieler","Ben Watson","9/7/1985",40,"London","1,78 m","England","Midfield - Central Midfield","right",NA,"Charlton","9/8/2022","-",NA,3,379,63,"Yes","9/8/2022",NA,3,"first scrap players transfer",14081,"Ben Watson",NA,"9-Jul-85",NA,178,"England eng","MF (CM-DM)","Both","2002-2003","17 years","Crystal Palace",2002,"first scrap players fbref","No",NA,NA,NA,NA,NA,506,37903,41,20,7,"Ben Watson","No","Not found",NA,506,37903,41,"Midfield - Central Midfield","Midfield",40,2022-08-09,37,20
