club_name,transfermarkt_url,official_name,league,league_code,league_url,league_level,league_country,table_position,years_in_league,market_value,squad_size,average_age,foreigners,foreigners_pct,national_team_players,stadium,stadium_capacity,transfer_record,status
AD Cali,https://www.transfermarkt.mx/deportivo-cali/startseite/verein/9961,Deportivo Cali,Liga DIMAYOR Apertura,COLP,https://www.transfermarkt.com/liga-dimayor-i/startseite/wettbewerb/COLP,First Tier,Colombia,,,,,,,,,,,,clubs5
ADU Magdalena,https://www.transfermarkt.mx/union-magdalena/startseite/verein/14680,Unión Magdalena,Torneo DIMAYOR I,CO2T,https://www.transfermarkt.com/torneo-dimayor/startseite/wettbewerb/CO2T,Second Tier,Colombia,,,,,,,,,,,,clubs5
FamalicÃ£o,https://www.transfermarkt.mx/fcfamalicao/startseite/verein/3329,FC Famalicão,Liga Portugal,PO1,https://www.transfermarkt.com/liga-nos/startseite/wettbewerb/PO1,First Tier,Portugal,,,,,,,,,,,,clubs5
Ath Paranaense,https://www.transfermarkt.mx/club-athletico-paranaense/startseite/verein/679,Club Athletico Paranaense,Campeonato Brasileiro Série A,BRA1,https://www.transfermarkt.com/campeonato-brasileiro-serie-a/startseite/wettbewerb/BRA1,First Tier,Brazil,,,,,,,,,,,,clubs5
Kawa Frontale,https://www.transfermarkt.com/kawasaki-frontale/startseite/verein/9598,Kawasaki Frontale,J1 100 Year Vision League,J1YV,https://www.transfermarkt.com/j1-100-year-vision-league/startseite/wettbewerb/J1YV,0,Japan,6,1 year,€21.30m,35,26.4,6,,1,Uvance Todoroki Stadium by Fujitsu,,+€5.85m,clubs5
Triv. Valderas,https://www.transfermarkt.mx/cf-trival-valderas-alcorcon/startseite/verein/29198,CF Trival Valderas,2ª B - Grupo II,ES3B,https://www.transfermarkt.mx/segunda-division-b-grupo-ii-bis-20-21-/startseite/wettbewerb/ES3B,0,España,,,,,,,,,,,,clubs5
Llagostera,https://www.transfermarkt.es/ue-costa-brava/startseite/verein/26132,UE Costa Brava (,Primera Federación - Gr. 2,E3G2,https://www.transfermarkt.es/primera-division-r-f-e-f-grupo-ii/startseite/wettbewerb/E3G2,0,España,,,,,,,,,,,,clubs5
Rad,https://www.transfermarkt.com/fk-rad-belgrado/startseite/verein/902,FK Rad,Prva liga Srbije,SER2,https://www.transfermarkt.com/prva-liga-srbije/startseite/wettbewerb/SER2,Second Tier,Serbia,,,,19,32.6,1,,0,Stadion Kralj Petar Prvi,,,clubs5
ZagÅ‚Ä™bie Lubin,https://www.transfermarkt.com/zaglebie-lubin/startseite/verein/168,Zaglebie Lubin,PKO BP Ekstraklasa,PL1,https://www.transfermarkt.com/pko-ekstraklasa/startseite/wettbewerb/PL1,First Tier,Poland,6,11 years,€18.58m,30,26.4,8,,0,KGHM Zagłębie Arena,,+€2.05m,clubs5
CD L'Alcora,https://www.transfermarkt.mx/cd-lalcora/startseite/verein/53395,CD l’Alcora,,,,,,,,,,,,,,,,,clubs5
GazÃ©lec Ajaccio,https://www.transfermarkt.com/gfc-ajaccio/startseite/verein/3558,GFC Ajaccio,Championnat National 3 - Groupe E,C3BR,https://www.transfermarkt.com/championnat-national-3-bretagne/startseite/wettbewerb/C3BR,Fifth Tier,France,8,1 year,,24,22.8,3,,0,Stade Ange-Casanova,,,clubs5
Larissa,https://www.transfermarkt.mx/ae-larisa/startseite/verein/4603,AE Larisa,Super League 1,GR1,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1,First Tier,Greece,,,,,,,,,,,,clubs5
CuiabÃ¡,https://www.transfermarkt.es/cuiaba-esporte-clube/startseite/verein/28022,Cuiabá Esporte Clube (MT),Campeonato Brasileiro Série B,BRA2,https://www.transfermarkt.com/campeonato-brasileiro-serie-b/startseite/wettbewerb/BRA2,Second Tier,Brazil,,,,,,,,,,,,clubs5
KasÄ±mpaÅŸa,https://www.transfermarkt.com.tr/kasimpasa/startseite/verein/10484,Kasımpaşa,Süper Lig,TR1,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1,First Tier,Turkey,,,,,,,,,,,,clubs5
Sporting KC,https://www.transfermarkt.com/sporting-kansas-city/startseite/verein/4284,Sporting Kansas City,Major League Soccer,MLS1,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1,First Tier,United States,15,31 years,€27.95m,24,24.3,10,,3,Sporting Park,,,clubs5
StabÃ¦k,https://www.transfermarkt.mx/stabaek-fotball/startseite/verein/1274,Stabæk Fotball,OBOS-ligaen,NO2,https://www.transfermarkt.com/obos-ligaen/startseite/wettbewerb/NO2,Second Tier,Norway,,,,,,,,,,,,clubs5
Widzew ÅÃ³dÅº,https://www.transfermarkt.com/rts-widzew-lodz/startseite/verein/88,Widzew Lodz,PKO BP Ekstraklasa,PL1,https://www.transfermarkt.com/pko-ekstraklasa/startseite/wettbewerb/PL1,First Tier,Poland,15,4 years,€36.80m,27,25.9,15,,8,Stadion Widzewa,,,clubs5
Lechia GdaÅ„sk,https://www.transfermarkt.com/lechia-gdansk/datenfakten/verein/4000,Lechia Gdansk,PKO BP Ekstraklasa,PL1,https://www.transfermarkt.com/pko-ekstraklasa/startseite/wettbewerb/PL1,First Tier,Poland,16,2 years,€26.00m,26,24.2,15,,4,Polsat Plus Arena Gdańsk,,,clubs5
LeixÃµes,https://www.transfermarkt.com/leixoes-sc/startseite/verein/3345,Leixões SC,Liga Portugal 2,PO2,https://www.transfermarkt.com/liga-portugal-2/startseite/wettbewerb/PO2,Second Tier,Portugal,7,12 years,€7.88m,34,27.2,17,,2,Estádio do Mar,,,clubs5
MiedÅº,https://www.transfermarkt.pl/miedz-legnica/startseite/verein/8936,Miedź Legnica,Betclic 1 Liga,PL2,https://www.transfermarkt.com/fortuna-1-liga/startseite/wettbewerb/PL2,Second Tier,Poland,,,,,,,,,,,,clubs5
CornellÃ,https://www.transfermarkt.com/ue-cornella/startseite/verein/16196,UE Cornellà,Segunda Federación - Gr. III,E4G3,https://www.transfermarkt.com/segunda-division-r-f-e-f-grupo-iii/startseite/wettbewerb/E4G3,Fourth Tier,Spain,,,,25,25.1,2,,0,Nou Estadi Municipal de Cornellà,,,clubs5
U ConcepciÃ³n,https://www.transfermarkt.com/universidad-de-concepcion/startseite/verein/5622,Universidad de Concepción,Liga de Primera,CLPD,https://www.transfermarkt.com/primera-division-de-chile/startseite/wettbewerb/CLPD,First Tier,Chile,10,1 year,€10.26m,30,25.4,7,,1,Ester Roa Rebolledo,,,clubs5
WisÅ‚a KrakÃ³w,https://www.transfermarkt.com/wisla-cracovia/startseite/verein/422,Wisla Kraków,Betclic 1 Liga,PL2,https://www.transfermarkt.com/fortuna-1-liga/startseite/wettbewerb/PL2,Second Tier,Poland,1,4 years,€9.88m,31,25.9,14,,0,Synerise Arena - Stadion Miejski im. Henryka Reymana,,,clubs5
Dinamo BucureÈ™ti,https://www.transfermarkt.com/fc-dinamo-1948/startseite/verein/312,FC Dinamo 1948,SuperLiga,RO1,https://www.transfermarkt.com/liga-1/startseite/wettbewerb/RO1,First Tier,Romania,5,3 years,€18.05m,27,25.3,10,,6,National Arena,,,clubs5
CA Bucaramanga,https://www.transfermarkt.mx/atletico-bucaramanga/startseite/verein/6495,Atlético Bucaramanga,Liga DIMAYOR Apertura,COLP,https://www.transfermarkt.com/liga-dimayor-i/startseite/wettbewerb/COLP,First Tier,Colombia,,,,,,,,,,,,clubs5
Swope Park,https://www.transfermarkt.com/sporting-kansas-city-ii/startseite/verein/51604,Sporting Kansas City II,MLS Next Pro,MNP3,https://www.transfermarkt.com/mls-next-pro/startseite/wettbewerb/MNP3,Third Tier,United States,13,5 years,€110k,27,19.6,2,,0,Children's Mercy Victory Field,,,clubs5
Atl SanluqueÃ±o,https://www.transfermarkt.mx/atletico-sanluqueno/startseite/verein/21322,Atlético Sanluqueño CF,Primera Federación - Grupo 2,E3G2,https://www.transfermarkt.com/primera-division-r-f-e-f-grupo-ii/startseite/wettbewerb/E3G2,Third Tier,Spain,,,,,,,,,,,,clubs5
Melb City,https://www.transfermarkt.com/melbourne-city-fc/startseite/verein/25580,Melbourne City FC,A-League Men,AUS1,https://www.transfermarkt.com/a-league/startseite/wettbewerb/AUS1,First Tier,Australia,6,17 years,€10.05m,34,24,6,,4,AAMI Park,,+€830k,clubs5
UAG,https://www.transfermarkt.mx/tecos-fc/startseite/verein/4565,Tecos FC,Liga Expansión MX Cl.,MEX2,https://www.transfermarkt.mx/liga-de-expansion-mx-clausura/startseite/wettbewerb/MEX2,0,México,,,,,,,,,,,,clubs5
SÃ£o Bento,https://www.transfermarkt.com/esporte-clube-sao-bento-sp-/startseite/verein/8433,Esporte Clube São Bento (SP),,,,,,,,,34,29.1,0,,0,Estádio Municipal Walter Ribeiro,,,clubs5
Vancouver W'caps,https://www.transfermarkt.com/vancouver-whitecaps-fc/startseite/verein/6321,Vancouver Whitecaps FC,Major League Soccer,MLS1,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1,First Tier,United States,2,16 years,€58.98m,29,26.1,24,,12,BC Place,,+€2.80m,clubs5
Al-Ta'ee,https://www.transfermarkt.mx/al-taee/kadernachposition/verein/40079,Al,Saudi First Division League,SA2L,https://www.transfermarkt.com/yelo-league/startseite/wettbewerb/SA2L,Second Tier,Saudi Arabia,,,,,,,,,,,,clubs5
BotoÈ™ani,https://www.transfermarkt.mx/fc-botosani/startseite/verein/8818,FC Botoșani,SuperLiga,RO1,https://www.transfermarkt.com/liga-1/startseite/wettbewerb/RO1,First Tier,Romania,,,,,,,,,,,,clubs5
Boa,https://www.transfermarkt.mx/boa-ec/startseite/verein/17561,Boa EC,,,,,,,,,,,,,,,,,clubs5
VitÃ³ria GuimarÃ£es,https://www.transfermarkt.mx/vitoria-guimaraes-sc/startseite/verein/2420,Vitória Guimarães SC,Liga Portugal,PO1,https://www.transfermarkt.com/liga-nos/startseite/wettbewerb/PO1,First Tier,Portugal,,,,,,,,,,,,clubs5
Aves,https://www.transfermarkt.mx/avs-futebol/startseite/verein/110302,Avs Futebol,Liga Portugal,PO1,https://www.transfermarkt.com/liga-nos/startseite/wettbewerb/PO1,First Tier,Portugal,,,,,,,,,,,,clubs5
UniÃ³n,https://www.transfermarkt.mx/1-fc-union-berlin/startseite/verein/89,1.FC Unión Berlín,Bundesliga,L1,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1,First Tier,Germany,,,,,,,,,,,,clubs5
Minnesota Utd,https://www.transfermarkt.com/minnesota-united-fc/startseite/verein/56089,Minnesota United FC,Major League Soccer,MLS1,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1,First Tier,United States,8,10 years,€42.35m,30,25.9,18,,6,Allianz Field,,+€3.06m,clubs5
Al Sadd,https://www.transfermarkt.com/al-sadd-sc/startseite/verein/656,Al,Qatar Stars League,QSL,https://www.transfermarkt.com/qatar-stars-league/startseite/wettbewerb/QSL,First Tier,Qatar,1,12 years,€61.43m,26,28.9,11,,12,Jassim Bin Hamad Stadium,,,clubs5
Politehnica TimiÈ™oara,https://www.transfermarkt.ro/acs-stiinta-poli-timisoara/startseite/verein/39835,ACS Știința Poli Timișoara,Liga 2,RO2,https://www.transfermarkt.ro/liga-2/startseite/wettbewerb/RO2,0,România,,,,,,,,,,,,clubs5
Terek Grozny,https://www.transfermarkt.com/akhmat-grozny/startseite/verein/3725,Akhmat Grozny,Premier Liga,RU1,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/RU1,First Tier,Russia,9,14 years,€29.00m,27,26.5,12,,10,Akhmat-Arena,,,clubs5
Farul ConstanÈ›a,https://www.transfermarkt.mx/fcv-farul-constanta/startseite/verein/29831,FCV Farul Constanta,SuperLiga,RO1,https://www.transfermarkt.com/liga-1/startseite/wettbewerb/RO1,First Tier,Romania,,,,,,,,,,,,clubs5
AtlÃ© TucumÃ¡n,https://www.transfermarkt.mx/club-atletico-tucuman/startseite/verein/14554,Club Atlético Tucumán,Torneo Apertura,ARG1,https://www.transfermarkt.com/torneo-inicial/startseite/wettbewerb/ARG1,First Tier,Argentina,,,,,,,,,,,,clubs5
AmÃ©rica (MG),https://www.transfermarkt.mx/america-futebol-clube/startseite/verein/2863,América Futebol Clube (MG),Campeonato Brasileiro Série B,BRA2,https://www.transfermarkt.com/campeonato-brasileiro-serie-b/startseite/wettbewerb/BRA2,Second Tier,Brazil,,,,,,,,,,,,clubs5
General Caballero (JLM),https://www.transfermarkt.mx/club-general-caballero-jlm-/startseite/verein/95573,Club General Caballero (JLM),División Intermedia,PAR2,https://www.transfermarkt.com/division-intermedia/startseite/wettbewerb/PAR2,Second Tier,Paraguay,,,,,,,,,,,,clubs5
Deportivo Recoleta,https://www.transfermarkt.mx/deportes-recoleta/startseite/verein/61808,Deportes Recoleta,Liga de Ascenso,CL2B,https://www.transfermarkt.com/primera-b/startseite/wettbewerb/CL2B,Second Tier,Chile,,,,,,,,,,,,clubs5
San MartÃ­n SJ,https://www.transfermarkt.mx/ca-san-martin-san-juan-/startseite/verein/10511,CA San Martín (San Juan),Primera Nacional,ARG2,https://www.transfermarkt.com/primera-nacional/startseite/wettbewerb/ARG2,Second Tier,Argentina,,,,,,,,,,,,clubs5
Indep Petrolero,https://www.transfermarkt.mx/club-independiente-petrolero/startseite/verein/30854,Club Independiente Petrolero,División Profesional,BO1A,https://www.transfermarkt.com/division-profesional-apertura/startseite/wettbewerb/BO1A,First Tier,Bolivia,,,,,,,,,,,,clubs5
SCM Gloria BuzÄƒu,https://www.transfermarkt.com/asfc-buzau-2016-2025-/startseite/verein/11380/saison_id/2025,ASFC Buzau (2016,SuperLiga,RO1,https://www.transfermarkt.com/liga-1/startseite/wettbewerb/RO1,First Tier,Romania,,,,0,0,,,0,Gloria,,,clubs5
TÃ¢rgu MureÈ™,https://www.transfermarkt.com/afc-asa-targu-mures/startseite/verein/93148,AFC ASA Targu Mures,Liga 2,RO2,https://www.transfermarkt.com/liga-2/startseite/wettbewerb/RO2,Second Tier,Romania,7,1 year,€4.20m,28,25.4,4,,0,Trans-Sil,,,clubs5
V-V Nagasaki,https://www.transfermarkt.com/nagasaki/startseite/verein/23581,V,J1 100 Year Vision League,J1YV,https://www.transfermarkt.com/j1-100-year-vision-league/startseite/wettbewerb/J1YV,0,Japan,10,1 year,€14.95m,33,28.5,8,,1,Peace Stadium connected by SoftBank,,,clubs5
MezÅ‘kÃ¶vesd,https://www.transfermarkt.com/mezokovesd-zsory-fc/startseite/verein/24032,Mezőkövesd Zsóry FC,Nemzeti Bajnokság II.,UN2,https://www.transfermarkt.com/nemzeti-bajnoksag-ii-/startseite/wettbewerb/UN2,Second Tier,Hungary,4,2 years,€2.46m,26,24.6,2,,0,Városi Stadion,,,clubs5
Poli IaÈ™i,https://www.transfermarkt.com/acsm-politehnica-iasi/startseite/verein/33966,ACSM Politehnica Iasi,Liga 2,RO2,https://www.transfermarkt.com/liga-2/startseite/wettbewerb/RO2,Second Tier,Romania,11,1 year,€2.41m,24,22.5,6,,1,Emil Alexandrescu,,,clubs5
Deportes Magallanes,https://www.transfermarkt.mx/magallanes/startseite/verein/13394,Magallanes,Liga de Ascenso,CL2B,https://www.transfermarkt.com/primera-b/startseite/wettbewerb/CL2B,Second Tier,Chile,,,,,,,,,,,,clubs5
MiedÅº Legnica,https://www.transfermarkt.pl/miedz-legnica/startseite/verein/8936,Miedź Legnica,Betclic 1 Liga,PL2,https://www.transfermarkt.com/fortuna-1-liga/startseite/wettbewerb/PL2,Second Tier,Poland,,,,,,,,,,,,clubs5
Unionistas Sal,https://www.transfermarkt.mx/unionistas-de-salamanca-cf/startseite/verein/52397,Unionistas de Salamanca CF,Primera Federación - Grupo 1,E3G1,https://www.transfermarkt.com/primera-division-r-f-e-f-grupo-i/startseite/wettbewerb/E3G1,Third Tier,Spain,,,,,,,,,,,,clubs5
BrÃ¸ndby,https://www.transfermarkt.com/brondby-if/startseite/verein/206,Bröndby IF,Superliga,DK1,https://www.transfermarkt.com/superligaen/startseite/wettbewerb/DK1,First Tier,Denmark,4,36 years,€53.98m,26,26.5,14,,3,Brøndby Stadion,,+€20.80m,clubs5
BodÃ¸/Glimt,https://www.transfermarkt.mx/fk-bodoglimt/startseite/verein/501,FK Bodø/Glimt,Eliteserien,NO1,https://www.transfermarkt.com/eliteserien/startseite/wettbewerb/NO1,First Tier,Norway,,,,,,,,,,,,clubs5
VestsjÃ¦lland,https://www.transfermarkt.com/fc-vestsjaelland/startseite/verein/20100,FC Vestsjaelland,1.Division,DK2,https://www.transfermarkt.com/nordicbet-liga/startseite/wettbewerb/DK2,Second Tier,Denmark,,,,0,0,,,0,Harboe Arena,,,clubs5
Jahn R'burg,https://www.transfermarkt.com/ssv-jahn-regensburg/startseite/verein/109,SSV Jahn Regensburg,3. Liga,L3,https://www.transfermarkt.com/3-liga/startseite/wettbewerb/L3,Third Tier,Germany,13,1 year,€7.80m,28,25.8,2,,0,Jahnstadion Regensburg,,+€350k,clubs5
NordsjÃ¦lland,https://www.transfermarkt.com/fc-nordsjaelland/startseite/verein/2778,FC Nordsjaelland,Superliga,DK1,https://www.transfermarkt.com/superligaen/startseite/wettbewerb/DK1,First Tier,Denmark,6,23 years,€39.83m,29,22.7,13,,3,Right to Dream Park,,+€49.72m,clubs5
Dep La CoruÃ±a,https://www.transfermarkt.mx/rc-deportivo-de-la-coruna/startseite/verein/897,RC Deportivo de La Coruña,Segunda División,ES2,https://www.transfermarkt.com/laliga2/startseite/wettbewerb/ES2,Second Tier,Spain,,,,,,,,,,,,clubs5
StrÃ¸msgodset,https://www.transfermarkt.mx/stromsgodset-if/startseite/verein/2817,Strømsgodset IF,OBOS-ligaen,NO2,https://www.transfermarkt.com/obos-ligaen/startseite/wettbewerb/NO2,Second Tier,Norway,,,,,,,,,,,,clubs5
LillestrÃ¸m,https://www.transfermarkt.com/lillestrom-sk/startseite/verein/353,Lillestrøm SK,Eliteserien,NO1,https://www.transfermarkt.com/eliteserien/startseite/wettbewerb/NO1,First Tier,Norway,3,1 year,€11.80m,26,25.8,10,,1,Åråsen stadion,,,clubs5
Acad Pr Cabello,https://www.transfermarkt.mx/academia-puerto-cabello/startseite/verein/45193,Academia Puerto Cabello,Liga FUTVE Apertura,VZ1A,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/VZ1A,First Tier,Venezuela,,,,,,,,,,,,clubs5
GyÅ‘r,https://www.transfermarkt.com/eto-fc/startseite/verein/6055,ETO FC,Nemzeti Bajnokság,UNG1,https://www.transfermarkt.com/nemzeti-bajnoksag/startseite/wettbewerb/UNG1,First Tier,Hungary,1,2 years,€11.43m,28,24.5,14,,5,ETO-Park,,,clubs5
Ä°stanbul BB,https://www.transfermarkt.mx/jumplist/startseite/verein/6890,Basaksehir FK,Süper Lig,TR1,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1,First Tier,Turkey,,,,,,,,,,,,clubs5
Shiji Ever Bright,https://www.transfermarkt.com/cangzhou-mighty-lions/startseite/verein/35272,Cangzhou Mighty Lions,Super League,CSL,https://www.transfermarkt.com/chinese-super-league/startseite/wettbewerb/CSL,First Tier,China,,,,0,0,,,0,Cangzhou Stadium,,,clubs5
Dep TÃ¡chira,https://www.transfermarkt.mx/deportivo-tachira/startseite/verein/13297,Deportivo Táchira,Liga FUTVE Apertura,VZ1A,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/VZ1A,First Tier,Venezuela,,,,,,,,,,,,clubs5
AA Aachen,https://www.transfermarkt.com/alemannia-aachen/startseite/verein/8,Alemannia Aachen,3. Liga,L3,https://www.transfermarkt.com/3-liga/startseite/wettbewerb/L3,Third Tier,Germany,7,2 years,€8.38m,33,26.6,9,,1,Tivoli,,+€200k,clubs5
Jiangsu Sainty,https://www.transfermarkt.mx/jiangsu-fc/startseite/verein/22219/saison_id/2005,Jiangsu FC (1994,Super League,CSL,https://www.transfermarkt.mx/chinese-super-league/startseite/wettbewerb/CSL,0,China,,,,,,,,,,,,clubs5
Hang Greentown,https://www.transfermarkt.com/zhejiang-fc/startseite/verein/17276,Zhejiang FC,Chinese Super League,CSL,https://www.transfermarkt.com/chinese-super-league/startseite/wettbewerb/CSL,First Tier,China,9,5 years,€13.73m,31,26.8,6,,6,Huanglong Sports Centre Stadium,,,clubs5
Vicenza Virtus,https://www.transfermarkt.com/lr-vicenza/startseite/verein/2655,LR Vicenza,Serie C - Girone A,IT3A,https://www.transfermarkt.com/serie-c-girone-a/startseite/wettbewerb/IT3A,Third Tier,Italy,1,4 years,€7.55m,25,26.8,3,,0,Romeo Menti,,+€50k,clubs5
VoÅ¾dovac,https://www.transfermarkt.com/fk-vozdovac/startseite/verein/4634,FK Vozdovac,Prva liga Srbije,SER2,https://www.transfermarkt.com/prva-liga-srbije/startseite/wettbewerb/SER2,Second Tier,Serbia,3,2 years,€3.35m,27,25.6,2,,0,Stadion Voždovac,,+€600k,clubs5
AB Copenhagen,https://www.transfermarkt.com/akademisk-boldklub/startseite/verein/362,Akademisk Boldklub,2.Division,DK3O,https://www.transfermarkt.com/2-division-hauptrunde/startseite/wettbewerb/DK3O,Third Tier,Denmark,1,9 years,,25,24.4,5,,0,Gladsaxe Stadion,,,clubs5
Å½elezniÄar PanÄevo,https://www.transfermarkt.mx/zeleznicar-pancevo/startseite/verein/59358,FK Zeleznicar Pancevo,Super liga Srbije,SER1,https://www.transfermarkt.com/super-liga-srbije/startseite/wettbewerb/SER1,First Tier,Serbia,,,,,,,,,,,,clubs5
W'burg Kickers,https://www.transfermarkt.com/wurzburger-kickers/startseite/verein/1557,Würzburger Kickers,Regionalliga Bayern,RLB3,https://www.transfermarkt.com/regionalliga-bayern/startseite/wettbewerb/RLB3,Fourth Tier,Germany,2,4 years,€2.09m,26,25.1,4,,0,AKON ARENA,,,clubs5
Mersin Ä°Y,https://www.transfermarkt.mx/yeni-mersin-idmanyurdu/startseite/verein/69486,Yeni Mersin Idmanyurdu,2.Lig Kirmizi,TR3B,https://www.transfermarkt.com/2-lig-kirmizi/startseite/wettbewerb/TR3B,Third Tier,Turkey,,,,,,,,,,,,clubs5
P'borough Utd,https://www.transfermarkt.mx/peterborough-united/startseite/verein/1072,Peterborough United,League One,GB3,https://www.transfermarkt.com/league-one/startseite/wettbewerb/GB3,Third Tier,England,,,,,,,,,,,,clubs5
Ebbsfleet Utd,https://www.transfermarkt.com/ebbsfleet-united/startseite/verein/2797,Ebbsfleet United,National League South,NLS6,https://www.transfermarkt.com/national-league-south/startseite/wettbewerb/NLS6,Sixth Tier,England,9,1 year,€75k,26,28.1,5,,0,Stonebridge Road,,,clubs5
