player_name,transfermarkt_id,transfermarkt_url,first_tier_debut_date,first_tier_debut_age,first_tier_debut_age,first_tier_debut_competition,second_tier_debut_date,second_tier_debut_age,second_tier_debut_age,second_tier_debut_competition,debut_age_transfermarket,explanation
DeAndre Yedlin,255916,https://www.transfermarkt.com/deandre-yedlin/profil/spieler/255916,3/3/2013,19 years 07 months 22 days,19,Major League Soccer,27/08/2016,23,23,Championship,19,first scrap players
Mauro Zárate,26456,https://www.transfermarkt.com/mauro-zrate/profil/spieler/26456,22/05/2004,17 years 02 months 04 days,17,Torneo Final,4/2/2023,35,35,Serie B,17,first scrap players
Kurt Zouma,157509,https://www.transfermarkt.com/kurt-zouma/profil/spieler/157509,17/09/2011,16 years 10 months 21 days,16,Ligue 1,No second tier career,No second tier career,No second tier career,No second tier career,16,first scrap players
Almen Abdi,9966,https://www.transfermarkt.com/almen-abdi/profil/spieler/9966,16/07/2003,16 years 08 months 25 days,16,Raiffeisen Super League,18/08/2012,25,25,Championship,16,first scrap players
Tammy Abraham,331726,https://www.transfermarkt.com/tammy-abraham/profil/spieler/331726,11/5/2016,18 years 07 months 09 days,18,Premier League,6/8/2016,18,18,Championship,18,first scrap players
Ibrahim Afellay,15760,https://www.transfermarkt.com/ibrahim-afellay/profil/spieler/15760,14/02/2004,17 years 10 months 12 days,17,Eredivisie,No second tier career,No second tier career,No second tier career,No second tier career,17,first scrap players
Benik Afobe,110858,https://www.transfermarkt.com/benik-afobe/profil/spieler/110858,12/1/2016,22 years 11 months 00 days,22,Premier League,24/03/2012,19,19,Championship,19,first scrap players
Dele Alli,207929,https://www.transfermarkt.com/dele-alli/profil/spieler/207929,8/8/2015,19 years 03 months 28 days,19,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,19,first scrap players
Ryan Allsop,111073,https://www.transfermarkt.com/ryan-allsop/profil/spieler/111073,28/11/2015,23 years 05 months 11 days,23,Premier League,3/8/2013,21,21,Championship,21,first scrap players
Daniel Amartey,214056,https://www.transfermarkt.com/daniel-amartey/profil/spieler/214056,31/03/2013,18 years 03 months 10 days,18,Allsvenskan,No second tier career,No second tier career,No second tier career,No second tier career,18,first scrap players
Jordan Amavi,241229,https://www.transfermarkt.com/jordan-amavi/profil/spieler/241229,10/8/2013,19 years 05 months 01 day,19,Ligue 1,20/08/2016,22,22,Championship,19,first scrap players
Nordin Amrabat,55619,https://www.transfermarkt.com/nordin-amrabat/profil/spieler/55619,18/08/2007,20 years 04 months 18 days,20,VriendenLoterij Eredivisie,11/8/2006,19,19,Keuken Kampioen Divisie,19,first scrap players
José Ángel Crespo,37397,https://www.transfermarkt.com/jos-ngel-crespo/profil/spieler/37397,21/12/2005,18 years 10 months 12 days,18,LaLiga,26/08/2007,20,20,Segunda División,18,first scrap players
Michail Antonio,104124,https://www.transfermarkt.com/michail-antonio/profil/spieler/104124,19/09/2015,25 years 05 months 22 days,25,Premier League,29/08/2009,19,19,Championship,19,first scrap players
Ikechi Anya,107427,https://www.transfermarkt.com/ikechi-anya/profil/spieler/107427,8/8/2015,27 years 07 months 05 days,27,Premier League,20/03/2011,23,23,Segunda División,23,first scrap players
Giedrius Arlauskis,69001,https://www.transfermarkt.com/giedrius-arlauskis/profil/spieler/69001,24/03/2008,20 years 03 months 22 days,20,SuperLiga,No second tier career,No second tier career,No second tier career,No second tier career,20,first scrap players
Harry Arter,55742,https://www.transfermarkt.com/harry-arter/profil/spieler/55742,1/11/2015,25 years 10 months 04 days,25,Premier League,3/8/2013,23,23,Championship,23,first scrap players
André Ayew,45403,https://www.transfermarkt.com/andr-ayew/profil/spieler/45403,15/08/2007,17 years 07 months 29 days,17,Ligue 1,11/9/2009,19,19,Ligue 2,17,first scrap players
Jordan Ayew,108354,https://www.transfermarkt.com/jordan-ayew/profil/spieler/108354,16/12/2009,18 years 03 months 05 days,18,Ligue 1,7/8/2016,24,24,Championship,18,first scrap players
Patrick Bamford,183334,https://www.transfermarkt.com/patrick-bamford/profil/spieler/183334,16/08/2015,21 years 11 months 11 days,21,Premier League,31/12/2011,18,18,Championship,18,first scrap players
Yohan Benalouane,50477,https://www.transfermarkt.com/yohan-benalouane/profil/spieler/50477,12/1/2008,20 years 09 months 15 days,20,Ligue 1,19/01/2019,31,31,Championship,20,first scrap players
Steven Berghuis,129554,https://www.transfermarkt.com/steven-berghuis/profil/spieler/129554,19/01/2011,19 years 01 month 00 days,19,VriendenLoterij Eredivisie,No second tier career,No second tier career,No second tier career,No second tier career,19,first scrap players
Hiram Boateng,244125,https://www.transfermarkt.com/hiram-boateng/profil/spieler/244125,6/2/2016,20 years 29 days,20,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,20,first scrap players
Cameron Borthwick-Jackson,258879,https://www.transfermarkt.com/cameron-borthwick-jackson/profil/spieler/258879,7/11/2015,18 years 09 months 05 days,18,Premier League,10/9/2016,19,19,Championship,18,first scrap players
Cameron Brannagan,261357,https://www.transfermarkt.com/cameron-brannagan/profil/spieler/261357,1/5/2016,19 years 11 months 22 days,19,Premier League,10/8/2024,28,28,,19,first scrap players
Miguel Britos,76799,https://www.transfermarkt.com/miguel-britos/profil/spieler/76799,25/08/2007,22 years 01 month 08 days,22,Primera División Apertura,No second tier career,No second tier career,No second tier career,No second tier career,22,first scrap players
Sam Byram,236953,https://www.transfermarkt.com/sam-byram/profil/spieler/236953,23/01/2016,22 years 04 months 07 days,22,Premier League,18/08/2012,18,18,Championship,18,first scrap players
Sergi Canós,251845,https://www.transfermarkt.com/sergi-cans/profil/spieler/251845,15/05/2016,19 years 03 months 13 days,19,Premier League,12/9/2015,18,18,Championship,18,first scrap players
Juan Carlos Paredes,100507,https://www.transfermarkt.com/juan-carlos-paredes/profil/spieler/100507,4/2/2012,24 years 06 months 27 days,24,Serie A Primera Etapa,9/8/2014,27,27,Championship,24,first scrap players
Bersant Celina,229695,https://www.transfermarkt.com/bersant-celina/profil/spieler/229695,6/2/2016,19 years 04 months 28 days,19,Premier League,26/08/2017,20,20,Championship,19,first scrap players
Pedro Chirivella,242273,https://www.transfermarkt.com/pedro-chirivella/profil/spieler/242273,1/5/2016,18 years 11 months 08 days,18,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,18,first scrap players
Jake Clarke-Salter,316551,https://www.transfermarkt.com/jake-clarke-salter/profil/spieler/316551,2/4/2016,18 years 06 months 11 days,18,Premier League,13/01/2018,20,20,Championship,18,first scrap players
Jordy Clasie,104223,https://www.transfermarkt.com/jordy-clasie/profil/spieler/104223,15/08/2010,19 years 01 month 19 days,19,VriendenLoterij Eredivisie,No second tier career,No second tier career,No second tier career,No second tier career,19,first scrap players
Callum Connolly,308632,https://www.transfermarkt.com/callum-connolly/profil/spieler/308632,16/04/2016,18 years 06 months 24 days,18,Premier League,14/01/2017,19,19,Championship,18,first scrap players
Steve Cook,90836,https://www.transfermarkt.com/steve-cook/profil/spieler/90836,8/8/2015,24 years 03 months 20 days,24,Premier League,2/1/2012,20,20,Championship,20,first scrap players
Josh Cullen,242606,https://www.transfermarkt.com/josh-cullen/profil/spieler/242606,29/08/2015,19 years 04 months 22 days,19,Premier League,6/8/2017,21,21,Championship,19,first scrap players
Charlie Daniels,61819,https://www.transfermarkt.com/charlie-daniels/profil/spieler/61819,8/8/2015,28 years 11 months 01 day,28,Premier League,3/8/2013,26,26,Championship,26,first scrap players
Karl Darlow,99397,https://www.transfermarkt.com/karl-darlow/profil/spieler/99397,28/12/2015,25 years 02 months 20 days,25,Premier League,7/5/2011,20,20,Championship,20,first scrap players
Matteo Darmian,54906,https://www.transfermarkt.com/matteo-darmian/profil/spieler/54906,19/05/2007,17 years 05 months 17 days,17,Serie A,28/11/2009,19,19,Serie B,17,first scrap players
Tom Davies,314210,https://www.transfermarkt.com/tom-davies/profil/spieler/314210,16/04/2016,17 years 09 months 17 days,17,Premier League,26/11/2024,26,26,,17,first scrap players
Troy Deeney,65477,https://www.transfermarkt.com/troy-deeney/profil/spieler/65477,8/8/2015,27 years 01 month 10 days,27,Premier League,6/8/2010,22,22,Championship,22,first scrap players
Joe Dodoo,261738,https://www.transfermarkt.com/joe-dodoo/profil/spieler/261738,29/08/2015,20 years 02 months 00 days,20,Premier League,20/09/2020,25,25,1.Lig,20,first scrap players
Seydou Doumbia,75287,https://www.transfermarkt.com/seydou-doumbia/profil/spieler/75287,7/4/2007,19 years 03 months 07 days,19,J1 League,7/6/2006,18,18,J2 League,18,first scrap players
Kieran Dowell,258916,https://www.transfermarkt.com/kieran-dowell/profil/spieler/258916,30/04/2016,18 years 06 months 20 days,18,Premier League,4/8/2017,19,19,Championship,18,first scrap players
Mohamed Elneny,160438,https://www.transfermarkt.com/mohamed-elneny/profil/spieler/160438,27/08/2010,18 years 01 month 16 days,18,Egyptian Premier League,No second tier career,No second tier career,No second tier career,No second tier career,18,first scrap players
Tommy Elphick,37152,https://www.transfermarkt.com/tommy-elphick/profil/spieler/37152,8/8/2015,27 years 11 months 01 day,27,Premier League,10/12/2005,18,18,Championship,18,first scrap players
Emmanuel Emenike,120630,https://www.transfermarkt.com/emmanuel-emenike/profil/spieler/120630,15/08/2010,23 years 03 months 05 days,23,Süper Lig,23/08/2009,22,22,1.Lig,22,first scrap players
Sam Field,387331,https://www.transfermarkt.com/sam-field/profil/spieler/387331,15/05/2016,18 years 07 days,18,Premier League,18/09/2018,20,20,Championship,18,first scrap players
Roberto Firmino,131789,https://www.transfermarkt.com/roberto-firmino/profil/spieler/131789,26/02/2011,19 years 04 months 24 days,19,1.Bundesliga,24/10/2009,18,18,Campeonato Brasileiro Série B,18,first scrap players
Timothy Fosu-Mensah,315131,https://www.transfermarkt.com/timothy-fosu-mensah/profil/spieler/315131,28/02/2016,18 years 01 month 26 days,18,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,18,first scrap players
Simon Francis,13573,https://www.transfermarkt.com/simon-francis/profil/spieler/13573,8/8/2015,30 years 05 months 23 days,30,Premier League,16/11/2002,17,17,First Division (until 03/04),17,first scrap players
Christian Fuchs,6636,https://www.transfermarkt.com/christian-fuchs/profil/spieler/6636,6/12/2003,17 years 07 months 29 days,17,Bundesliga,11/8/2021,35,35,USL Championship,17,first scrap players
Ramiro Funes Mori,11111,https://www.transfermarkt.com/ramiro-funes-mori/profil/spieler/11111,11/8/2012,21 years 05 months 06 days,21,Torneo Inicial,5/11/2011,20,20,Primera Nacional,20,first scrap players
Idrissa Gana Gueye,126665,https://www.transfermarkt.com/idrissa-gana-gueye/profil/spieler/126665,24/10/2010,21 years 28 days,21,Ligue 1,No second tier career,No second tier career,No second tier career,No second tier career,21,first scrap players
Manu García,277118,https://www.transfermarkt.com/manu-garca/profil/spieler/277118,5/3/2016,18 years 02 months 03 days,18,Premier League,16/01/2017,19,19,Keuken Kampioen Divisie,18,first scrap players
Joe Gomez,256178,https://www.transfermarkt.com/joe-gomez/profil/spieler/256178,9/8/2015,18 years 02 months 17 days,18,Premier League,19/08/2014,17,17,Championship,17,first scrap players
Lewis Grabban,35413,https://www.transfermarkt.com/lewis-grabban/profil/spieler/35413,3/9/2007,19 years 07 months 22 days,19,Scottish Premiership,20/02/2007,19,19,Championship,19,first scrap players
Max Gradel,28140,https://www.transfermarkt.com/max-gradel/profil/spieler/28140,10/9/2011,23 years 09 months 11 days,23,Ligue 1,28/08/2010,22,22,Championship,22,first scrap players
Demarai Gray,292417,https://www.transfermarkt.com/demarai-gray/profil/spieler/292417,16/01/2016,19 years 06 months 19 days,19,Premier League,1/10/2013,17,17,Championship,17,first scrap players
André Green,309841,https://www.transfermarkt.com/andr-green/profil/spieler/309841,13/03/2016,17 years 07 months 16 days,17,Premier League,7/8/2016,18,18,Championship,17,first scrap players
Rees Greenwood,320213,https://www.transfermarkt.com/rees-greenwood/profil/spieler/320213,15/05/2016,19 years 05 months 05 days,19,Premier League,4/8/2018,21,21,Scottish Championship,19,first scrap players
Jakob Haugaard,138335,https://www.transfermarkt.com/jakob-haugaard/profil/spieler/138335,27/07/2012,20 years 02 months 26 days,20,Superligaen,14/08/2011,19,19,1.Division,19,first scrap players
José Holebas,41112,https://www.transfermarkt.com/jos-holebas/profil/spieler/41112,28/08/2010,26 years 02 months 01 day,26,Super League 1,21/09/2007,23,23,2.Bundesliga,23,first scrap players
George Honeyman,218140,https://www.transfermarkt.com/george-honeyman/profil/spieler/218140,15/05/2016,21 years 08 months 07 days,21,Premier League,4/8/2017,22,22,Championship,21,first scrap players
Víctor Ibarbo,92141,https://www.transfermarkt.com/vctor-ibarbo/profil/spieler/92141,11/7/2009,19 years 01 month 22 days,19,Liga Águila II,20/07/2019,29,29,J2 League,19,first scrap players
Odion Ighalo,62121,https://www.transfermarkt.com/odion-ighalo/profil/spieler/62121,16/09/2007,18 years 03 months 00 days,18,Eliteserien,7/1/2011,21,21,Segunda División,18,first scrap players
Kelechi Iheanacho,295330,https://www.transfermarkt.com/kelechi-iheanacho/profil/spieler/295330,29/08/2015,18 years 10 months 26 days,18,Premier League,6/8/2023,26,26,,18,first scrap players
Giannelli Imbula,130756,https://www.transfermarkt.com/giannelli-imbula/profil/spieler/130756,11/8/2013,20 years 10 months 30 days,20,Ligue 1,16/10/2009,17,17,Ligue 2,17,first scrap players
Gökhan Inler,19041,https://www.transfermarkt.com/gkhan-inler/profil/spieler/19041,20/03/2005,20 years 08 months 21 days,20,Super League,4/10/2020,36,36,1.Lig,20,first scrap players
Juan Iturbe,81455,https://www.transfermarkt.com/juan-iturbe/profil/spieler/81455,10/12/2011,18 years 06 months 06 days,18,Liga Portugal,30/09/2012,19,19,Ledman Liga Pro,18,first scrap players
Alex Iwobi,242631,https://www.transfermarkt.com/alex-iwobi/profil/spieler/242631,31/10/2015,19 years 05 months 28 days,19,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,19,first scrap players
Joselu,81999,https://www.transfermarkt.com/joselu/profil/spieler/81999,21/05/2011,21 years 01 month 24 days,21,LaLiga,9/5/2009,19,19,Segunda División,19,first scrap players
Juanmi,126737,https://www.transfermarkt.com/juanmi/profil/spieler/126737,17/01/2010,16 years 07 months 28 days,16,LaLiga,19/01/2013,19,19,Segunda División,16,first scrap players
Sullay Kaikai,244130,https://www.transfermarkt.com/sullay-kaikai/profil/spieler/244130,15/05/2016,20 years 08 months 19 days,20,Premier League,10/9/2016,21,21,Championship,20,first scrap players
N'Golo Kanté,225083,https://www.transfermarkt.com/ngolo-kant/profil/spieler/225083,9/8/2014,23 years 04 months 11 days,23,Ligue 1,18/05/2012,21,21,Ligue 2,21,first scrap players
